PDBCode,affinity
4ezx,1.6
4ezz,6.4
4jne,1.38
4f0c,0.54
4f5y,3.7
4ksy,0.00379
4loh,0.11
4loi,0.17
4qxo,3.12
4f9u,0.9440000000000001
4fai,0.1013
4fev,3.8
4few,6.2
4gkh,21.5
4gki,34.4
4ffs,3.6e-05
4wkn,0.00019
4wko,0.00034
4wkp,0.00028000000000000003
4ynb,4.2999999999999995e-05
4yo8,3e-05
6dyy,2.8e-05
6dyw,3.6e-05
6dyv,2.6e-05
6dyu,5.5e-05
4fht,0.67
4flp,0.1901
4kcx,37.0
4fxp,80.4
4fxq,1.7
4fz3,184.3
4g0p,980.0
4g0q,3000.0
4g0y,4990.0
4g0z,6130.0
4g4p,0.13
4gah,0.8
4gbd,4.8e-06
4ge1,0.37
4ggz,6.6e-05
4gq4,0.022
4og3,0.28500000000000003
4og4,0.9520000000000001
4x5y,0.009300000000000001
4x5z,0.023600000000000003
4gu6,0.044
4gu9,43.0
4k9y,0.111
4kao,0.77
4gzp,0.0143
4gzt,0.017
4gzw,30.0
4gzx,645.0
4hp0,0.76
4hpi,14.2
4tun,3.87
4ht2,0.29
4kp5,0.833
4kp8,3.33
4qj0,0.048
4qjw,0.016
5llo,0.0004
5llp,0.00058
5msb,0.035
6g7a,0.167
6g5l,0.024
4hw3,0.32
4zbf,0.074
4zbi,0.31
5vkc,0.0018000000000000002
6b4l,0.34
6b4u,0.021
6fs0,0.00017
6fs1,0.098
6qz5,0.83
6oqd,0.00014000000000000001
6oqc,4e-05
6oqb,5e-05
6ne5,3e-05
6ud2,6.2e-05
6udi,0.0001
6udt,0.0001
6udu,0.0005
6udv,5.1e-05
4hwo,0.0029
4hwp,0.0172
4hws,0.0008
4hy1,0.002
4hym,0.006
4hzm,23.2
4i71,0.018000000000000002
4i72,0.0009000000000000001
4i74,0.19
4i8x,2300.0
4i9h,0.068
4i9u,137.0
4ibb,270.7
4ibc,1049.0
4ibd,214.6
4ibe,70.6
4ibf,36.8
4ibg,108.0
4ibi,73.0
4ibj,47.0
4ibk,50.4
4idn,5.77
4ido,11.63
4ih3,15.2
4iic,14.0
4iid,2.4
4iie,4600.0
4iif,6.6
4in9,10.7
4io2,0.2
4io3,0.87
4io4,24.5
4io5,9.27
4io6,15.1
4io7,211.0
4ipi,4.8
4ipj,13.5
4ipn,408.7
4iuo,230.0
4j7d,20.0
4j7e,14.0
4j93,20.0
4jal,25.0
4je7,0.395
4je8,6.1000000000000005
4jfk,0.36
4jfm,3.3
4w9o,0.017
4w9p,0.016
5dit,0.7
4jkw,69.9
4k55,3.06
4n7u,0.51
4jwk,0.00479
4jx9,0.0024
4jyb,0.11
4jyc,0.2
4jym,9.05
4k0o,1000.0
4k7i,1500.0
4k7n,330.0
4k7o,50.0
4mmm,150.0
4keq,150.0
4kif,14.6
4km0,0.91
4km2,1.43
4kmz,0.0027
4kn0,0.04
4kn1,0.14400000000000002
4kow,49.3
4kqp,0.9
4ks1,0.0015
4ks4,0.07200000000000001
4kwf,15.0
4kwg,1.0
4kx8,0.074
4kxb,75.0
4kxn,0.8
4p5d,1.5
4l4z,2.1
4l50,0.88
4l51,995.0
4l9i,13.0
4lhm,410.0
4lhv,0.0001
4lj5,0.51
4lj8,1.5
4lps,1.8
4lrr,6.0
4luz,20.0
4o0a,0.19
4r4c,2.9
4r4i,0.54
4r4o,1.5
4r4t,0.55
5e7n,0.81
4lvt,4.4e-05
4lxd,0.059000000000000004
6gl8,0.0024700000000000004
4lxz,0.182
4ly1,0.0552
5iwg,0.346
5ix0,0.519
4m0e,0.6
4m0f,0.0017
4m3p,4.0
6rtw,0.37
4mhy,0.342
4mhz,0.134
4mjp,131.0
4n9a,64.0
4mn3,1.77
4mnp,0.0455
4mo4,60.0
4mpn,0.23900000000000002
5j6a,0.017
4mq6,0.34
4muf,0.46
4mul,0.61
4mre,6400.0
4mrg,1100.0
4np2,5500.0
4np3,500.0
4mss,0.4
4muv,1.731
4myd,28.0
4n5d,607.0
4n6g,3.4
4n7m,3.4
4nbk,136.0
4nbl,0.47
4nbn,44.0
4ncn,2.12
4ndu,1800.0
4nja,0.6
4nkt,1.08
4nku,21.3
4nnr,0.055
4non,5.71
4np9,9.4
4nra,65.0
4rvr,0.136
5e73,23.0
5e74,39.0
5mge,87.0
5mgf,54.0
6fhq,3400.0
4nvp,0.027
4nxu,2.9
4nxv,3.8
4o3f,2.78
4o61,50.0
4oct,9.0
4oag,0.5
4oak,59.7
4ocq,24.7
4oeu,0.022
4oiv,8.29
4oks,33.0
4oma,68.0
4omc,1.67e-05
4ryd,5.5e-06
6eqv,0.23800000000000002
6eqw,2.24e-05
6eqx,3.37e-05
6hzb,0.0010500000000000002
6hza,0.000504
4omj,5.44
4omk,40.1
4or4,26.8
4or6,4.9
4ou3,38.7
4ozj,4.0
4p3h,1.0
4p58,25.0
4p5z,0.039299999999999995
4p6c,100.0
4pb2,16.0
4pf5,3.3
4pft,0.0023
4pfu,0.67
4pin,4.0
6fnq,26.0
6fnr,2.6
4pmm,0.027
6pl1,0.0222
4pop,0.00744
4pow,0.5
4pox,3.7
4pp0,39.9
5ito,68.9
5itp,9.9
5ot8,63.8
5ot9,84.4
5ota,1.8
5otc,19.3
4pqa,2.8
4psb,23.0
4pzv,2.0
4q0k,13.4
4q19,0.0089
4q3t,0.33
4q3u,0.36
4q46,169.0
4q93,22.3
4q9o,1.7
4qdk,1.4
4qfl,7.7
4qfn,76.0
4qfo,53.4
4qfp,58.6
4qge,0.0005
4qij,2.9
4ql1,0.093
5m23,0.00125
5m25,0.006500000000000001
5sxm,0.0029
6d9x,323.0
6dai,85.2
6dak,7.21
6dar,0.219
6pge,240.0
6pgc,4.5
6pgb,25.0
6pga,28.9
6pg9,12.0
6pg8,140.0
6pg7,22.0
6pg6,200.0
6pg5,11.0
6pg4,260.0
6pg3,480.0
6e23,0.0001
6e22,0.0013000000000000002
6e1z,150.0
6e1y,0.022
6dy7,66.2
6u5y,0.069
6u6w,4.71
6u8b,0.431
6u8o,0.289
4qpd,0.015
4qrh,7.0
4qyy,0.05
6cpw,0.0056
4r0a,55.0
5wyx,0.22
5wyz,0.021
4r73,0.023
4r74,0.008
4r75,0.057
4ra1,1.16
4zeb,0.3
4zec,1.5
4zei,1.33
4zek,2.2
4rd0,0.24
4rd3,0.34
4rd6,0.52
4rdn,1.2
4re2,10.4
4re4,0.135
4rfr,0.29
4rhx,1.6
4rpn,0.11
4rpo,0.0228
4rr6,1.0
4rra,13.4
4rrf,239.2
4rrg,1538.5
4rwj,0.002
5am6,0.185
5am7,0.0645
4rww,1.4
4tmk,0.02
5tmp,0.034
4tpw,20.5
4tqn,0.77
4yk0,181.0
5dbm,0.35
5eng,1.4
5ep7,4.0
5h85,20.0
5i8g,0.03
5j0d,0.134
5mme,1.4
5mmg,0.97
5mpk,0.003
5mpn,0.085
5mpz,85.0
5mqe,4.0
5nlk,0.035
5tb6,1.53
4trc,30.0
4u0f,1.2
4u0w,1000.0
4u1b,4.9
4u69,54.8
4u6c,9.9
4u6w,61.3
4u6z,3.9
4u70,9.5
4u71,6.0
4u73,6.6
4u43,48.0
4u54,8700.0
4u5n,3300.0
4u5o,3800.0
4u5s,3900.0
4ua8,0.55
4uac,0.28800000000000003
4ual,0.004
4uc5,3.3
4uma,3.9
4umb,99.0
4umc,360.0
4ucc,48.0
4ufh,0.38
4ufi,0.63
4ufj,52.0
4ufk,130.0
4ufl,2300.0
4ufm,190.0
4uof,14.6
4uoh,17.0
4us3,4.8
4uye,0.00954
5eq1,21.0
5etb,29.0
5mwh,1.8
5o5a,17.0
5ov8,18.0
6ekq,3.5
4v24,0.0043
4w97,0.08
4wk1,1.3
4wkb,2.7e-06
4x24,0.000166
4wn5,0.039
4wop,17.2
6cvf,0.45
6cvv,75.0
6czb,47.0
6czc,16.5
6cze,93.0
4wrb,0.65
5hvs,0.071
5hvt,0.055
5j7q,26.6
6b1k,0.213
6cbf,6.8
6cbg,113.0
4x8o,0.25
4xaq,0.0717
4xas,0.26
4xar,0.107
4xmb,0.044
5x54,10.0
4xmr,86.0
4xoc,0.003
4xtv,0.00054
4xtw,0.000933
4xtx,2.7e-05
4xty,0.000614
4xtz,0.000153
4xu0,0.000769
4xu1,0.000324
4xu2,0.000592
4xu3,0.000315
4xxh,10.0
4xy8,0.397
5eu1,0.0154
5f1h,0.0141
5f25,9.1
5f2p,37.5
5i7x,0.053
5i7y,0.052000000000000005
5igm,0.0417
5ji8,23.4
4y0a,4950.0
4y2q,1200.0
6i5g,13.03
4yb5,19.3
4yc0,74.0
4ygf,0.021
4yha,0.225
5tt3,0.193
5tuo,0.323
4ykj,37.0
4ykk,1700.0
4ymg,21.0
4ymh,0.35
4ymq,1.6
5ufr,0.002
6cn5,0.02
6j1l,0.38
4ymx,0.079
4yrd,27.0
4ysl,1.6
4yzu,9.0
4z0k,0.462
4zae,0.0036000000000000003
5egm,0.0024
4z2b,0.0175
4zb6,0.53
4zb8,0.94
4zba,3.09
4zcs,47.0
4zji,0.34
5dey,0.0037
5dfp,0.022
5ime,0.0046
4zl4,0.013800000000000002
4zme,50.0
4zow,75.0
5a6k,1.1300000000000001
5a6x,0.202
5aan,71.0
5fyx,69.6
6epa,1.13
5ad1,0.058
5tcy,0.022
5ahw,6.82
5aqz,3.3
5mkr,17.0
5mks,17.0
6fhk,0.03115
5aut,6.7
5ave,3.6
5avf,3.2
5azf,36.1
5b25,5.800000000000001e-05
5b2d,56.0
5btv,140.0
5bv3,0.068
5bw4,68.0
5c1m,1.6e-05
5c2o,28.2
5c3p,34.4
5c5t,746.0
5cbm,0.017
5cep,0.145
5ceq,0.042
5vo1,0.007
5cjf,0.00026000000000000003
5cks,3.1
5cp9,310.0
5cs3,7000.0
5ct2,1200.0
5d0r,0.43
5d1r,14.4
5d2r,1.5
5d3x,0.44
5dnu,77.6
5dq8,73.0
5dqe,234.0
5dqf,253.0
5dus,2.95
5duw,510.0
5dxt,0.0002
6gvf,0.028
5e1s,0.012
5e6o,76.9
5edl,0.0045000000000000005
5eei,0.0006
5eek,0.0008
5een,0.0011
5ef7,0.001
5efh,0.8
5efj,0.35000000000000003
6csp,0.003
6csq,0.41000000000000003
6csr,0.14400000000000002
6css,0.025
5efa,14.7
5efc,14.1
5el9,0.023
5elw,0.014
5epl,0.094
5epn,0.0022
5ew0,0.26
5ewk,14.0
5ewy,50.0
5ey0,2260.0
5eyr,5.0
5f08,3.0
5f0f,1.0
5j1r,22.0
5j3l,16.0
5f1r,1.0
5f1v,0.14
5f2u,0.0037
5x74,0.0023
5f8y,57.0
5fbi,1600.0
5fck,0.006
6ftz,1000.0
6fuh,170.0
6fui,35.0
6fuj,50.0
5fe6,6910.0
5fe7,488.0
5fe9,20.98
5lvq,73.0
5lvr,250.0
6j3o,2.4
5fh7,0.137
5fh8,0.17
5hrv,5.1
5hrw,3.3
5hrx,5.1
5ii2,12.9
5fl4,0.101
5fl5,0.0064
5fl6,0.0436
6fe0,0.33
6fe1,0.0033
6g98,0.71
6g9u,0.37
5fnr,59.0
5fns,4.0
5fnt,0.67
5fnu,0.0013
6qmk,0.035
6qmj,0.044
5fog,213.0
5fol,215.0
5fsc,4400.0
5fsx,1900.0
5fsy,1.3
5g17,0.2
5g1a,0.27
5g2b,0.1
5g57,0.00398
5g5v,0.199
5l8c,0.1
5l8y,0.398
6rfw,0.316
6rfn,0.1995
6gxq,0.07940000000000001
5g5f,5.2
5kej,7.8
5g5z,2.2
5g60,0.3
5g61,0.4
5gj9,10.2
5gja,2.8
5gmh,0.49
5gof,90.1
5gs9,5.5
5h1t,160.0
5h1u,310.0
5h1v,100.0
5h5f,37.2
5ha1,0.06409999999999999
5hbs,0.0185
6e6m,1.7865
6e5t,0.28500000000000003
6e5l,0.06670000000000001
5hbn,12.9
5hi7,0.014
5his,19.6
5hjq,19.0
5htl,0.5
5hva,0.086
5hwu,5.35
5hwv,8.5
5hz5,0.086
5i1q,0.012
5i29,0.015
5mg2,0.017
5i2e,0.23
5i2f,0.32
5ipc,13.0
5kly,0.061
5kma,19.6
5wa8,0.587
5wa9,0.175
6n3y,3.65
6n3x,8.09
6n3w,1.56
6n3v,2.45
5i3a,9.0
5i9x,0.03
5i9y,0.0028
5i9z,0.009000000000000001
5ia0,0.187
5ia1,0.53
5ia2,0.019
5ia3,0.046
5ia4,0.052000000000000005
5ia5,0.025
5njz,0.016
5nk2,0.182
5nk3,0.038
5nk4,0.002
5nk6,0.158
5nk7,0.468
5nk8,0.229
5nk9,0.724
5nka,3.5
5nkb,0.00076
5nkc,0.019
5nkd,0.026000000000000002
5nkg,0.021
5nkh,0.026000000000000002
5nki,0.019
6fnf,0.013000000000000001
6fng,0.073
5ih9,0.002
5ijr,637.0
5iyy,17.0
5j1x,3.0
5jgi,50.0
5jgq,24.0
5jhk,23.0
6fmc,1.32
5ikb,0.0019
5ioz,11.0
5irr,5.4
5ivc,1.2
5ive,0.027
5ivv,0.45
5ivy,0.36
6dq4,12.0
5j7w,13.0
5jhb,0.873
5jox,35.0
5jsg,14.2
5jsj,4.0
6qpl,0.091
6i8y,0.18
5jsq,21.3
5k1d,20.8
5k1f,16.2
5k8s,0.006
5kat,78.7
5kcb,0.99
5kax,0.78
5kbe,0.46
5kh3,60.0
6ce6,8.0
6ced,1.5
5km9,55.9
5ko1,0.23
5ko5,27.0
5kqx,0.0036000000000000003
5kqy,0.00051
5kr0,0.00071
5kr1,0.00032
5kr2,0.0033
5kva,7.32
5l2s,0.083
5l8a,12.3
5l9o,4.0
5lom,0.0741
5ld8,0.009000000000000001
5ldm,139.0
5ldp,67.0
5lne,17.43
5lsh,410.0
5lso,1.4
5ltn,5.38
5lud,248.0
5t9u,0.025
5t9w,2.6
5t9z,0.064
5ta2,0.011
5ta4,0.024
6gji,135.0
6gjj,200.0
6gjl,139.0
6gjm,266.0
6gjn,0.6
6gjr,184.0
5lz4,2.0
5lz5,0.45
5lz7,0.53
5m04,0.46
5m28,48.0
5m7s,0.0009000000000000001
5m7u,0.008
5mby,310.0
5mek,4.2
5mgj,51.0
5mgk,100.0
6fgg,17.0
6fhu,2300.0
5mlj,0.0014
6j3p,0.105
5mrm,9.3
5mro,2.0
5mrp,3.0
5mxf,260.0
5my8,0.07200000000000001
5mz8,4900.0
5n17,4.8
5n18,2.1
5n1z,0.0065
6cq1,219.0
5n9r,2.6
5ndf,1.4
5ngz,1300.0
5nn5,3.4
5nn6,3.0
5nw7,1.7
5nwe,13.200000000000001
5nz4,0.52
5nze,0.41000000000000003
5nzf,94.0
5nzn,220.0
5o58,0.191
5o9o,13.0
5o9p,8.06
5o9q,6.2
5o9r,4.09
5o9y,4.6
5oa2,9.8
5oa6,3.1
5oei,1.6
5oku,0.55
5oh2,57.0
5oh3,136.0
5oh4,28.0
5oh7,43.0
5oh9,137.0
5oha,13.0
6r1w,5.0
6r1d,4.0
6r1a,45.0
6r18,12.0
6r13,20.0
6r0v,11.0
6r11,12.0
5org,0.004
5ost,27.3
5ovr,27.2
5ovx,31.4
5oxk,6820.0
6ghj,6890.0
5qa8,170.0
5qal,350.0
5qay,590.0
5sym,0.28
5t8o,0.31
5t8p,1.28
5tef,4.0
5tkj,0.00715
5tkk,0.00529
6mqe,5.1e-06
6mqc,0.00522
5tpx,0.28
5tuz,0.04
5vsf,0.094
5twj,5.58
5uc4,0.35
5ucj,0.44
5ulp,24.3
5umx,1.1
5umy,0.108
6bbx,0.215
5uv2,39.5
5uxf,0.08700000000000001
5var,81.7
5vc3,0.0775
5vc4,0.0437
5vd2,0.0787
5vcv,0.15
5vcw,1.105
5vcy,0.27
5vcz,0.444
5vd0,0.324
5vd1,0.99
5vd3,2.817
5vja,0.26
5vr8,0.135
5vsj,95.0
5w1e,5.8
5w44,0.36
5we9,0.06
5wbm,20.0
5wbo,62.0
5wcm,100.0
5wl0,0.00067
5wp5,4.6
5x62,0.379
5xmx,0.057
5xo7,0.44
5z7j,0.25
5xpi,5.2
5yas,550.0
5yfs,13.8
5yft,10.0
5yh8,0.1678
5yhe,0.2033
5yhg,0.9522999999999999
5yj8,104.0
5yyf,0.33
5yz2,11.3
5z5f,6800.0
5z7b,13.0
5z99,0.133
5zkc,0.0064
6ayo,0.0050999999999999995
6ayq,0.006500000000000001
6ayr,0.0040999999999999995
6ays,0.0006500000000000001
6ayt,0.0014
6b5q,0.0057
6b7a,32.0
6b7b,1280.0
6chp,7.5e-05
6ckw,0.00083
6b96,0.0143
6b97,0.237
6b98,22.4
6bdy,2.04
6bm5,1.43
6bm6,20.8
6cdj,2e-06
6cdl,1.2e-05
6ixd,0.00016
6cdo,0.0010600000000000002
6cdp,0.00164
6cwh,0.029
6cwn,0.226
6d2o,5.0
6d50,9.0
6dh1,2.61e-05
6dh2,1.28e-05
6dh6,0.0001172
6dh7,0.0001313
6dh8,0.00014619999999999998
6edr,28.5
6eif,0.10400000000000001
6eij,1.68
6eiq,0.383
6eir,0.5750000000000001
6eis,0.252
6ep4,4.5
6eqp,1.1
6epy,0.347
6epz,0.072
6eq1,24.6
6eq8,0.01
6euw,0.017
6eux,1.2
6evn,19.7
6exi,9.0
6exs,362.0
6f05,34.0
6f1j,24.0
6f90,1.0
6f92,0.4
6f9g,2.0
6faa,0.179
6fba,19.9
6fni,0.006
6fnj,0.14200000000000002
6fv4,1200.0
6fyz,0.039
6g0z,4.84
6g14,3.26
6g34,0.0057
6g35,0.0175
6g36,0.016300000000000002
6g37,0.0427
6g38,0.2392
6g39,0.0046
6g3a,0.004200000000000001
6g9i,118.0
6gg4,205.0
6nu5,7.04
6nu1,31.2
6gnm,54.61
6gnp,28.41
6gnr,3.61
6gnw,10.2
6gon,2.16
6gvz,0.4
6gw4,1.2
6gwr,0.0079
6gzd,0.009800000000000001
6gzm,0.0055
6h1u,4.8
6h2t,15.2
6h8s,37.7
6hai,0.0116
6hh3,0.58
6hh5,54.2
6hke,0.021
6hlx,0.067
6hpw,0.807
6ht1,0.077
6t1i,5.5
6t1j,18.1
6t1l,17.1
6t1m,6.1
6t1n,3.5
6t1o,2.6
6hqy,0.367
6hrq,0.08170000000000001
6hsh,0.028399999999999998
6htg,0.067
6mj7,1500.0
6mjf,6.88
966c,0.023
6rot,0.48363
6rih,105.0
6plf,0.214
6r9x,1100.0
6r9u,7500.0
6r8w,1.2
6r8o,0.006
6r8l,0.67
6r4k,8.5
6r1b,3.6
6qr9,0.19
6qr7,0.07
6qr4,0.59
6qr3,0.36
6qr2,3.2
6qr1,8.5
6qr0,0.12
6qqz,0.18
6qqw,19.0
6qqv,12.0
6qqu,5.0
6qqq,6.7
6qrc,13.0
6qi4,43.0
6qe5,7.5
6qe0,25.0
6qav,0.004900000000000001
6qau,0.0329
6py0,0.386
6pvz,341.0
6poi,326.0
6pve,0.043000000000000003
6orr,0.0005
6pu3,5.85
6ppy,36.0
6pid,29.0
6pia,11.0
6pi6,2.2
6pi5,0.11
6phx,478.6
6p9e,0.0676
6p8a,255.0
6p89,9.77
6p88,30.2
6p87,25.4
6p86,20.0
6p85,10.3
6p83,0.08
6p84,15.6
6p3v,0.096
6p3t,0.048
6ouv,2.8
6ooy,22.0
6om8,6.9
6oja,0.0002
6o95,0.0050999999999999995
6o94,0.0018000000000000002
6o5x,0.022
6o5a,0.514
6o5u,42.0
6np5,27.0
6np4,36.0
6np3,0.34
6np2,0.16
6o5t,0.316
6dd0,3.3
6o5g,2.0
6eeb,5.0
6nyv,0.312
6ny0,4.0
6nxz,3.5
6nwl,0.043000000000000003
6nwk,0.02
6nsv,0.0158
6nfy,0.016
6ndl,0.065
6nco,30.0
6ncn,900.0
6n9l,0.2
6n95,7.5
6mxc,2.73
6mm2,3.92
6mlp,200.0
6mlo,0.8
6mln,0.029
6mlj,0.055
6mli,3700.0
6mlg,9.0
6mle,0.001
6ml9,5.0
6mla,42.0
6mkw,17.0
6mku,0.07
6md8,4200.0
6m8q,0.37
6kjd,8.9
6k3l,0.0601
6jtc,8.45
6jon,13.2
6jof,10.4
5zhl,0.19
6jfk,14.4
6jdl,13.0
6jdi,7.8
6j7e,9.2
6jbe,19.8
6jbb,1.03
6jb4,1.04
6jb0,0.058
6jaq,111.23
6jap,16.02
6jao,13.8
6jan,1.61
6jam,5.95
6jag,31.5
6jad,48.3
6j9y,8.54
6j9w,7.46
6jay,1.99
6jaw,2.18
6jav,1.72
6j72,0.74
6j0o,11.9
6if0,0.31
6iez,0.3
5zym,1.7
5zyl,0.088
5zyg,6.2
6j0g,2.3
6iou,184.2
6ios,79.4
6ior,49.5
6im4,0.04
5zw6,0.01
6iht,6.2
6ift,21.0
6idb,0.4
6i18,85.0
6i17,0.25
6i14,1.5
6i13,7.6
6i12,2.7
6i11,29.3
6i0z,92.0
6hq7,0.769
6hni,94.0
6hm1,0.91
6hgs,170.0
6hgr,350.0
6haz,0.1
6gxg,5.7
6gdy,3.5
6g9x,120.0
6g2o,0.17
6g2f,6.8
6g2e,9.7
6g2c,22.0
6g2b,160.0
6g29,47.0
6g27,731.0
6g25,300.0
6g24,1700.0
6ftw,0.32
6ftf,0.008
6fh3,850.0
6ets,2.3
6dzx,3.5
6dys,56.4
6dyr,218.6
6dyn,638.9
6dsp,0.81
6det,0.006
6d9s,1.1
6d3q,0.0034
6d19,0.246
6d18,1.4
6d17,15.3
6d16,8.4
6d15,32.9
6mll,239.0
6czf,1.6
6cjs,0.0002
6cjr,0.0003
6c9v,0.1202
6c9s,0.048
6c85,126.0
6bs4,2.8
6bs3,1.5
6as8,0.089
6aro,7.1
6arn,6.5
6aox,15.0
6arm,10.6
6ajr,48.5
6abx,7190.0
6a87,700.0
5zvw,0.0024
5zni,40.3
5znc,0.0299
5zg3,0.061
5zg1,0.019
5zg0,0.082
5zdb,1.78
5yum,223.0
5ymx,0.12
5vh0,30.0
5ohy,6.8
5oht,0.96
5ogb,0.034
6qas,0.0181
6nzv,6.7e-05
6sge,0.0308
6ssy,649.0
6st0,7.463
6stl,0.0016
6ueg,19.5
