PDBCode,protID,lig_name
10gs,P09211,VWW
5j41,P09211,2-mer
1a1e,P12931,4-mer
1a28,P06401,STR
1sr7,P06401,MOF
2w8y,P06401,486
1a30,P04585,3-mer
1bv7,P04585,XV6
1bv9,P04585,XV6
1bwa,P04585,XV6
1bwb,P04585,146
1hvh,P04585,Q82
1hwr,P04585,216
3ao2,P04585,AVX
3t1a,P04585,5MA
4q1w,P04585,017
4q1x,P04585,017
4q1y,P04585,017
5dgu,P04585,5B7
5dgw,P04585,5B5
6dif,P04585,TPV
6dil,P04585,TPV
6dj1,P04585,AB1
6dj2,P04585,AB1
6dj5,P04585,G52
6dj7,P04585,G10
6e7j,P04585,HWY
6e9a,P04585,J0S
1a4k,P01834,FRA
1a4r,P60953,GNH
1a69,P0ABP8,FMB
1k9s,P0ABP8,FM2
1a94,P03367,0Q4
1d4y,P03367,TPV
1iiq,P03367,0ZR
1izi,P03367,Q50
1lzq,P03367,0ZQ
1m0b,P03367,0ZQ
1mrw,P03367,K57
1mrx,P03367,K57
1msm,P03367,JE2
1msn,P03367,JE2
1nh0,P03367,5-mer
1sdt,P03367,MK1
1sdu,P03367,MK1
1sdv,P03367,MK1
1sgu,P03367,MK1
1sh9,P03367,RIT
2pqz,P03367,G0G
2pwc,P03367,G3G
2pwr,P03367,G4G
2pym,P03367,1UN
2pyn,P03367,1UN
2q63,P03367,1UN
2q64,P03367,1UN
2qci,P03367,065
2qd6,P03367,065
2qd7,P03367,065
2qd8,P03367,065
2qnn,P03367,QN1
2qnp,P03367,QN2
2qnq,P03367,QN3
2r43,P03367,G3G
2z4o,P03367,065
3a2o,P03367,KNJ
3bva,P03367,2NC
3bvb,P03367,017
3djk,P03367,G55
3dk1,P03367,G05
3ggu,P03367,017
3h5b,P03367,031
3i6o,P03367,GR6
3kdb,P03367,006
3kdc,P03367,JZP
3kdd,P03367,JZQ
3pwm,P03367,017
3st5,P03367,G89
3t3c,P03367,017
3ttp,P03367,017
3vf5,P03367,031
3vf7,P03367,031
3vfb,P03367,031
4dfg,P03367,0JV
4hdb,P03367,G52
4hdf,P03367,G52
4hdp,P03367,G52
4heg,P03367,G52
4hla,P03367,017
1a99,P31133,PUT
1a9m,P03366,U0E
1d4h,P03366,BEH
1d4i,P03366,BEG
1d4j,P03366,MSC
1ebw,P03366,BEI
1eby,P03366,BEB
1ebz,P03366,BEC
1ec0,P03366,BED
1ec1,P03366,BEE
1ec2,P03366,BEJ
1ec3,P03366,MS3
1g35,P03366,AHF
1mes,P03366,DMP
1met,P03366,DMP
1w5v,P03366,BE3
1w5w,P03366,BE4
1w5x,P03366,BE5
1w5y,P03366,BE6
1zpa,P03366,A83
1zsf,P03366,0ZS
2aqu,P03366,DR7
2uxz,P03366,HI1
2uy0,P03366,HV1
3nu3,P03366,478
3nu4,P03366,478
3nu5,P03366,478
3nu6,P03366,478
3nu9,P03366,478
3nuj,P03366,478
3nuo,P03366,478
3ok9,P03366,G52
3qaa,P03366,G04
3tkw,P03366,017
3zps,P03366,EQM
3zpu,P03366,M8B
4cp7,P03366,9MW
4cpr,P03366,378
4cps,P03366,1T8
4cpt,P03366,1T8
4cpw,P03366,V78
4u8w,P03366,G10
4zip,P03366,G64
4zls,P03366,G61
5bry,P03366,4UY
5bs4,P03366,4UX
5jfp,P03366,6KK
5jfu,P03366,6KQ
5jg1,P03366,6KR
5ult,P03366,8FM
5uov,P03366,8FP
5upz,P03366,8HD
6prf,P03366,7OA
6o48,P03366,0Q4
1a9q,P55859,HPA
1b8n,P55859,IMG
1b8o,P55859,IMH
1lvu,P55859,9PP
1v48,P55859,HA1
3fuc,P55859,9D9&9DG
1afk,P61823,PAP
1afl,P61823,ATR
1jn4,P61823,139
1jvu,P61823,C2P
1o0f,P61823,A3P
1o0h,P61823,ADP
1o0m,P61823,U2P
1o0n,P61823,U3P
1qhc,P61823,PUA
1u1b,P61823,PAX
1w4o,P61823,UA3
1w4p,P61823,UM3
1w4q,P61823,UMF
1z6s,P61823,AMP
2w5g,P61823,ATP
2xog,P61823,SFB
3d6o,P61823,U1S
3d6p,P61823,U2S
3d8z,P61823,TXS
4g8v,P61823,0EY
4g8y,P61823,0FT
4g90,P61823,0G0
4rsk,P61823,U3P
6pvw,P61823,OZV
6pvv,P61823,5FA
1alw,P04574,ISA
1amw,P02829,ADP
1bgq,P02829,RDC
2cgf,P02829,P2N
2fxs,P02829,RDA
2iwx,P02829,M1S
2vw5,P02829,BC6
2vwc,P02829,BC2
2weq,P02829,GDM
2wer,P02829,RDC
2yge,P02829,GDM
2ygf,P02829,GDM
1ax0,P16404,A2G
3n35,P16404,A2G
1b05,P06202,3-mer
1b0h,P06202,3-mer
1b1h,P06202,3-mer
1b2h,P06202,3-mer
1b32,P06202,3-mer
1b3f,P06202,3-mer
1b3g,P06202,3-mer
1b3h,P06202,3-mer
1b3l,P06202,3-mer
1b40,P06202,3-mer
1b46,P06202,3-mer
1b4h,P06202,3-mer
1b4z,P06202,3-mer
1b51,P06202,3-mer
1b52,P06202,3-mer
1b58,P06202,3-mer
1b5h,P06202,3-mer
1b5i,P06202,3-mer
1b5j,P06202,3-mer
1b6h,P06202,3-mer
1b7h,P06202,3-mer
1b9j,P06202,3-mer
1qka,P06202,3-mer
1qkb,P06202,3-mer
1b38,P24941,ATP
1e1v,P24941,CMG
1e1x,P24941,NW1
1jsv,P24941,U55
1pxn,P24941,CK6
1pxo,P24941,CK7
1pxp,P24941,CK8
2exm,P24941,ZIP
2fvd,P24941,LIA
2xmy,P24941,CDK
2xnb,P24941,Y8L
5jq5,P24941,I74
6guh,P24941,FB8
6guk,P24941,FC8
6q4g,P24941,HJK
6q4e,P24941,HH5
1b55,Q06187,4IP
6nfh,Q06187,KLM
1b57,P0AB71,PGH
1b6j,P03369,5-mer
1b6k,P03369,PI5
1b6l,P03369,PI4
1d4k,P03369,PI8
1d4l,P03369,PI9
1kzk,P03369,JE2
1z1h,P03369,HBB
2fgu,P03369,5-mer
2fgv,P03369,5-mer
2qhy,P03369,MZ1
2qhz,P03369,MZ2
2qi0,P03369,MZ3
2qi1,P03369,MZ4
2qi3,P03369,MZ5
2qi4,P03369,MZ6
2qi5,P03369,MZ7
2qi6,P03369,MZ8
2qi7,P03369,MZ9
3ekp,P03369,478
3ekt,P03369,017
3ekv,P03369,478
3ekw,P03369,DR7
3ekx,P03369,1UN
3el1,P03369,DR7
3el4,P03369,ROC
3el5,P03369,1UN
3el9,P03369,DR7
3gi4,P03369,K60
3gi5,P03369,K62
3gi6,P03369,D78
3i7e,P03369,DJR
3mxd,P03369,K53
3mxe,P03369,K54
3o9i,P03369,A61
1b8y,P08254,IN7
1ciz,P08254,DPS
1hfs,P08254,L04
1usn,P08254,IN9
2d1o,P08254,FA4
2usn,P08254,IN8
1bdq,P04587,IM1
1g2k,P04587,NM1
2aoc,P04587,2NC
2aod,P04587,2NC
2aoe,P04587,0Q4
2aog,P04587,2NC
2avm,P04587,2NC
2avq,P04587,2NC
2avs,P04587,MK1
2bpv,P04587,1IN
2bpy,P04587,3IN
2f80,P04587,017
2f81,P04587,017
2f8g,P04587,017
2r38,P04587,G4G
2r3t,P04587,G4G
2r3w,P04587,G3G
3bgb,P04587,LJG
3bgc,P04587,LJH
3cyw,P04587,017
3cyx,P04587,ROC
3d1x,P04587,ROC
3d1y,P04587,ROC
3d1z,P04587,017
1bhf,P06239,5-mer
1bhx,P00734,R56
3bv9,P00734,6-mer
3da9,P00734,44U
3po1,P00734,MKY
4hfp,P00734,15U
1bju,P00760,GP6
1bjv,P00760,GP8
1c1r,P00760,BAI
1c5p,P00760,BAM
1c5q,P00760,ESI
1c5s,P00760,ESX
1c5t,P00760,ESP
1eb2,P00760,BPO
1f0t,P00760,PR1
1f0u,P00760,RPR
1g36,P00760,R11
1g3d,P00760,108
1g3e,P00760,109
1ghz,P00760,120
1gi1,P00760,BMZ
1gi4,P00760,122
1gj6,P00760,132
1k1i,P00760,FD1
1k1j,P00760,FD2
1k1l,P00760,FD3
1k1m,P00760,FD4
1k1n,P00760,CCR
1k1o,P00760,IGN
1o2h,P00760,CR3
1o2j,P00760,656
1o2n,P00760,762
1o2o,P00760,950
1o2q,P00760,991
1o2r,P00760,CR9
1o2w,P00760,847
1o2z,P00760,312
1o30,P00760,693
1o33,P00760,801
1o35,P00760,802
1o36,P00760,607
1o38,P00760,653
1o3d,P00760,780
1o3f,P00760,696
1o3i,P00760,907
1o3j,P00760,334
1o3l,P00760,678
1oyq,P00760,T87
1qb1,P00760,974
1qb6,P00760,623
1qb9,P00760,806
1qbn,P00760,688
1qbo,P00760,711
1ql7,P00760,ZEN
1tx7,P00760,4CM
1utn,P00760,ABN
1uto,P00760,PEA
1v2j,P00760,BEN
1v2k,P00760,ZEN
1v2l,P00760,BEN
1v2n,P00760,BBA
1v2o,P00760,ANH
1v2r,P00760,ANH
1v2s,P00760,BEN
1v2t,P00760,ANH
1v2u,P00760,BEN
1v2w,P00760,ANH
1xug,P00760,BAB
1y3v,P00760,UIR
1y3x,P00760,UIB
1yp9,P00760,UIZ
2bza,P00760,ABN
2fx6,P00760,270
2zdk,P00760,50U
2zdl,P00760,45U
2zdm,P00760,46U
2zdn,P00760,49U
2zfs,P00760,12U
2zft,P00760,10U
2zq2,P00760,13U
3aas,P00760,GUS
3aau,P00760,GZC
3gy2,P00760,BRN
3gy3,P00760,PNT
3gy4,P00760,PBZ
3gy7,P00760,BEN
3ljo,P00760,11U
3m35,P00760,M35
3nkk,P00760,JLZ
4ab9,P00760,VXQ
4aba,P00760,SW1
4abb,P00760,K9S
4abd,P00760,SW2
4abe,P00760,913
4abf,P00760,513
4abg,P00760,91B
4abh,P00760,7Z3
5mn1,P00760,2AP
5mnn,P00760,MRZ
1bm7,P02766,FLF
1e4h,P02766,PBR
2b9a,P02766,FBC
2f7i,P02766,26C
2g5u,P02766,PCQ
3cfn,P02766,2AN
3cft,P02766,5NS
3kgt,P02766,GEN
3kgu,P02766,GEN
3nee,P02766,B72
3neo,P02766,G24
3nes,P02766,B72
3nex,P02766,G24
3p3r,P02766,3M1
3p3s,P02766,3M2
3p3t,P02766,3M3
4d7b,P02766,TCW
4der,P02766,AGI
4des,P02766,57D
4det,P02766,KMP
4deu,P02766,NAR
4dew,P02766,LU2
5ayt,P02766,L6Y
5boj,P02766,4TX
5en3,P02766,7LU
5ihh,P02766,6B5
5l4i,P02766,6J3
5l4j,P02766,6JD
5l4m,P02766,SBK
5u49,P02766,S2L
5u4b,P02766,XOS
5u4d,P02766,XLO
1bn1,P00918,AL5
1bn3,P00918,AL6
1bn4,P00918,AL9
1bnn,P00918,AL1
1bnq,P00918,AL4
1bnt,P00918,AL2
1bnu,P00918,AL3
1bnv,P00918,AL7
1bnw,P00918,TPD
1g1d,P00918,FSB
1g45,P00918,FSB
1g46,P00918,F2B
1g48,P00918,F6B
1g4o,P00918,BSB
1g52,P00918,F2B
1g53,P00918,F6B
1g54,P00918,FFB
1i9n,P00918,IOA
1i9p,P00918,IOE
1if7,P00918,SBR
1if8,P00918,SBS
1ttm,P00918,667
1xpz,P00918,4TZ
1xq0,P00918,4TR
1z9y,P00918,FUN
1zfq,P00918,ZEC
1zge,P00918,SDA
2ez7,P00918,DHI
2h15,P00918,B19
2hl4,P00918,BO1
2hnc,P00918,1SA
2hoc,P00918,1CN
2o4z,P00918,HSW
2pou,P00918,I7A
2pov,P00918,I7B
2pow,P00918,I7C
2q1q,P00918,OSP
2q38,P00918,LSA
2weg,P00918,FBV
2weh,P00918,FB1
2wej,P00918,FB2
2weo,P00918,FBW
2x7t,P00918,WZB
2x7u,P00918,WZA
3b4f,P00918,TUO
3bl0,P00918,BL0
3bl1,P00918,BL1
3d8w,P00918,D8W
3d9z,P00918,D9Z
3daz,P00918,MZM
3dbu,P00918,D8W
3dc3,P00918,AZM
3dcc,P00918,D9Z
3dd0,P00918,EZL
3dd8,P00918,2C7
3eft,P00918,3BS
3f8e,P00918,TE1
3ffp,P00918,LC1
3hkn,P00918,MFS
3hkq,P00918,1SD
3hkt,P00918,2SD
3hku,P00918,TOR
3hs4,P00918,AZM
3ibi,P00918,BOW
3ibl,P00918,O59
3ibn,P00918,O60
3ibu,P00918,O48
3igp,P00918,DT7
3k2f,P00918,NKX
3kwa,P00918,SPM
3m1k,P00918,BEW
3m3x,P00918,JS7
3m40,P00918,J45
3m5e,P00918,JDR
3m67,P00918,E36
3m96,P00918,E38
3mhc,P00918,ARZ
3mhi,P00918,J90
3mhl,P00918,J71
3mhm,P00918,J75
3mho,P00918,J43
3ml2,P00918,SU0
3mmf,P00918,D9H
3mna,P00918,DWH
3myq,P00918,E27
3mzc,P00918,S6I
3n0n,P00918,P9B
3n2p,P00918,AYX
3n3j,P00918,WWV
3n4b,P00918,WWZ
3nb5,P00918,R21
3ni5,P00918,C1H
3oil,P00918,VZ5
3oim,P00918,VZ5
3oku,P00918,VZ4
3oy0,P00918,OY0
3oyq,P00918,OYQ
3p4v,P00918,PMX
3p58,P00918,P58
3p5l,P00918,IT5
3po6,P00918,DT9
3r16,P00918,5UN
3r17,P00918,5UM
3ryj,P00918,RYJ
3ryv,P00918,RYV
3ryx,P00918,RYX
3ryy,P00918,RYY
3ryz,P00918,RYZ
3rz0,P00918,RZ0
3rz1,P00918,RZ1
3rz5,P00918,RZ5
3rz7,P00918,RZ7
3rz8,P00918,RZ8
3s71,P00918,EVD
3s72,P00918,EVE
3s73,P00918,EVF
3s75,P00918,EVG
3s76,P00918,EVH
3s77,P00918,EVI
3s78,P00918,EVJ
3t5u,P00918,A09
3t82,P00918,SG4
3t83,P00918,MG5&SG5
3t84,P00918,SG6
3t85,P00918,SG7
3v7x,P00918,D7A
3vbd,P00918,0FZ
4bf1,P00918,9FK
4bf6,P00918,X0Q
4e3g,P00918,PHB
4ht0,P00918,V50
4itp,P00918,1GD
4iwz,P00918,1GO
4jsa,P00918,FB2
4jss,P00918,BEW
4jsz,P00918,FB2
4kni,P00918,E1E
4knj,P00918,E1F
4m2r,P00918,BZ1
4m2u,P00918,ETS
4m2v,P00918,BZ1
4m2w,P00918,ETS
4mo8,P00918,2VQ
4q08,P00918,V90
4q09,P00918,V14
4q6d,P00918,WW3
4q6e,P00918,KR5
4q7p,P00918,3MH
4q7s,P00918,2YU
4q7v,P00918,5MH
4q7w,P00918,6MH
4q81,P00918,7MH
4q83,P00918,3FH
4q87,P00918,4FH
4q8x,P00918,7FH
4q8y,P00918,HQT
4q90,P00918,4H2
4q99,P00918,HT4
4q9y,P00918,M3T
4qtl,P00918,WWO
4qy3,P00918,3G1
4r59,P00918,3J3
4r5a,P00918,3J4
4r5b,P00918,3J4
4rfc,P00918,3O1
4rfd,P00918,3O5
4riu,P00918,3QR
4riv,P00918,LSA
4rn4,P00918,3T7
4rux,P00918,3W3
4ruy,P00918,3W6
4ruz,P00918,3W8
4yx4,P00918,FB2
4yxi,P00918,4J8
4yyt,P00918,S2O
4z0q,P00918,4K9
4z1e,P00918,DF5
4z1j,P00918,4KC
4z1k,P00918,4KB
4zwx,P00918,5KZ
4zwz,P00918,510
4zx0,P00918,5L2
4zx1,P00918,5L3
5amd,P00918,45I
5amg,P00918,IW7
5aml,P00918,51J
5byi,P00918,4WA
5e28,P00918,BC5
5e2k,P00918,BX4
5e2r,P00918,520
5e2s,P00918,5CX
5eh5,P00918,XCZ
5eh7,P00918,5O5
5eh8,P00918,5O6
5ehv,P00918,5ON
5ehw,P00918,5OO
5eij,P00918,5OT
5ekm,P00918,TG5
5fdc,P00918,5WN
5fdi,P00918,5WM
5flo,P00918,J4K
5flq,P00918,IO2
5fls,P00918,6ZX
5flt,P00918,VJJ
5fng,P00918,YIE
5gmn,P00918,949
5j8z,P00918,FC4
5ljq,P00918,ANV
5ljt,P00918,A6N
5llc,P00918,V26
5lle,P00918,V51
5llg,P00918,VD9
5llh,P00918,V49
5mjn,P00918,7O8
5n0d,P00918,8F2
5n0e,P00918,8F3
5n1r,P00918,8GH
5n1s,P00918,8GE
5n24,P00918,8HE
5n25,P00918,8HK
5nea,P00918,8V8
5nee,P00918,8V5
5nxg,P00918,RA1
5nxi,P00918,9DE
5nxo,P00918,9HK
5nxp,P00918,9DH
5nxw,P00918,RA9
5ny1,P00918,900000
5ny3,P00918,900000000
5nya,P00918,FB2
5o07,P00918,1VQ
5sz0,P00918,72D
5sz1,P00918,72E
5sz2,P00918,72G
5sz3,P00918,72H
5sz4,P00918,72D
5sz5,P00918,72E
5sz6,P00918,72G
5sz7,P00918,72H
5tfx,P00918,7B1
5th4,P00918,BEW
5ti0,P00918,7CZ
5txy,P00918,7Q1
5ty9,P00918,7QV
5tya,P00918,7QS
5u0d,P00918,7R7
5u0e,P00918,7R4
5u0f,P00918,7R1
5u0g,P00918,7QY
5uln,P00918,8JS
5vgy,P00918,9AA
5wex,P00918,8JS
5wgp,P00918,AUD
6b4d,P00918,53X
6b59,P00918,CQS
6c7w,P00918,LMS
6c7x,P00918,EO7
6cjv,P00918,G2Y
6ebe,P00918,J3V
6ecz,P00918,J4D
6eeo,P00918,J6V
6equ,P00918,BVE
6g3q,P00918,FO9
6got,P00918,F6W
6h29,P00918,FK8
6h2z,P00918,FKE
6h33,P00918,FKQ
6h34,P00918,FKK
6ql2,P00918,EZL
6ql1,P00918,V50
6oe1,P00918,M8V
6oe0,P00918,M8S
6odz,P00918,M8J
6ic2,P00918,BBJ
6gxe,P00918,FFH
6gxb,P00918,FF5
6g6t,P00918,ENN
6ugn,P00918,Q77
6ugp,P00918,Q7A
6ugr,P00918,Q71
6ugz,P00918,Q71
6uh0,P00918,PX7
1bp0,P00469,UMP
1jmf,P00469,UMP
1jmg,P00469,UMP
1bq4,P00950,BHC
1br6,P02879,PT1
1bxo,P00798,PP7
1bxq,P00798,PP8
2web,P00798,PP4
2wec,P00798,PP5
2wed,P00798,PP6
1bzc,P18031,TPI
1bzj,P18031,PIC
1c83,P18031,OAI
1c84,P18031,761
1c86,P18031,OPA
1c87,P18031,OPA
1c88,P18031,OTA
1ecv,P18031,878
1g7f,P18031,INZ
1g7g,P18031,INX
1gfy,P18031,COL
1kav,P18031,FEP
1l8g,P18031,DBD
1nl9,P18031,989
1nny,P18031,515
1no6,P18031,794
1nwl,P18031,964
1nz7,P18031,901
1ony,P18031,588
1onz,P18031,968
1pyn,P18031,941
1qxk,P18031,429
1xbo,P18031,IX1
2azr,P18031,982
2b07,P18031,598
2f6t,P18031,1C2
2h4g,P18031,694
2h4k,P18031,509
2hb1,P18031,512
2nt7,P18031,902
2nta,P18031,521
2qbp,P18031,527
2qbq,P18031,4B3
2qbr,P18031,910
2qbs,P18031,024
2zmm,P18031,35B
2zn7,P18031,410
3eax,P18031,LZP
3eb1,P18031,LZQ
4i8n,P18031,1CG
5k9w,P18031,OTA
5ka1,P18031,OTA
5ka7,P18031,OTA
5ka9,P18031,OTA
5kab,P18031,OTA
5kad,P18031,OTA
5t19,P18031,73U
1bzy,P00492,IMU
1c3x,P81989,8IG
1c5x,P00749,ESI
1c5y,P00749,ESP
1ejn,P00749,AGB
1f5k,P00749,BAM
1f5l,P00749,AMR
1gi7,P00749,120
1gjc,P00749,130
1o5a,P00749,696
1o5c,P00749,CR9
1owe,P00749,675
1owh,P00749,239
1sqa,P00749,UI1
1sqo,P00749,UI2
1sqt,P00749,UI3
1w0z,P00749,SI1
1w11,P00749,SK1
1w13,P00749,SM1
2r2w,P00749,4PG
2vnt,P00749,QGG
3kgp,P00749,4AZ
3mhw,P00749,ABV
4h42,P00749,11E
5za7,P00749,HMX
5za8,P00749,27I
5za9,P00749,50I
5zae,P00749,EAU
5zaf,P00749,28I
5zag,P00749,94I
5zaj,P00749,32I
5zc5,P00749,09I
6nmb,P00749,AMH
1c70,O92103,L75
1cet,Q27743,CLQ
1d2e,P49410,GDP
1d7i,P62942,DSS
1d7j,P62942,BUQ
1j4r,P62942,001
1df8,P22629,BTN
1swg,P22629,BTN
1swr,P22629,BTN
2izl,P22629,IMI
3rdo,P22629,BTN
3rdq,P22629,DTB
3wzn,P22629,BTN
3x00,P22629,ZOF
4y59,P22629,T21
4y5d,P22629,MT6
5b5f,P22629,6F3
5b5g,P22629,6FX
5n99,P22629,5-mer
1dgm,Q9TVW2,ADN
1dqn,Q24973,IMU
1duv,P04391,PSQ
1dy4,P62694,SNP
1dzk,P81245,PRZ
1e2k,P0DTH5,TMC
1e2l,P0DTH5,TMC
1e3g,P10275,R18
1xow,P10275,R18
1z95,P10275,198
2ax9,P10275,BHM
3b5r,P10275,B5R
3b65,P10275,3B6
3b66,P10275,B66
3b67,P10275,B67
3b68,P10275,B68
5cj6,P10275,51Y
1e3v,P07445,DXC
1ogx,P07445,EQU
5g2g,P07445,EQU
1e5j,O85465,4-mer
1h5v,O85465,5-mer
1ocq,O85465,IFM-BGC
1w3k,O85465,BGC-OXZ
1w3l,O85465,3-mer
8a3h,O85465,IDC
1e66,P04058,HUX
1gpk,P04058,HUP
1gpn,P04058,HUB
1h22,P04058,E10
1h23,P04058,E12
3zv7,P04058,NHG
5bwc,P04058,HBP
5nap,P04058,DZ7
5nau,P04058,DZ0
6euc,P04058,RM0
1e6q,P29736,NTZ
1e6s,P29736,GOX
1ec9,P0AES2,XYH
1ecq,P0AES2,DXG
1efy,P26446,BZC
6i8t,P26446,H7Z
6i8m,P26446,H7W
1egh,P0A731,PGA
1ik4,P0A731,PGH
1s89,P0A731,PGA
1enu,P28720,APZ
1f3e,P28720,DPZ
1k4g,P28720,AIQ
1k4h,P28720,APQ
1q65,P28720,BHB
1r5y,P28720,DQU
1s38,P28720,MAQ
1s39,P28720,AQO
2qzr,P28720,S79
2z1w,P28720,BDI
3gc4,P28720,AAQ
3gc5,P28720,2MQ
3ge7,P28720,AFQ
3rr4,P28720,HRD
4kwo,P28720,1UD
4lbu,P28720,1WJ
4leq,P28720,1WK
4pum,P28720,2WU
4q4o,P28720,2YM
4q4p,P28720,2YO
4q4q,P28720,SAQ
4q4r,P28720,SQO
4q4s,P28720,S98
5jxq,P28720,6OK
1ew8,P00634,PAE
1ew9,P00634,MMQ
1ex8,P26281,A4P
4f7v,P26281,J1D
1ez9,P0AEX9,4-mer
1ezq,P00742,RPR
1f0r,P00742,815
1f0s,P00742,PR2
1fjs,P00742,Z34
1g2l,P00742,T87
1ksn,P00742,FXV
1lpg,P00742,IMA
1lpk,P00742,CBB
1lpz,P00742,CMB
1mq5,P00742,XLC
1mq6,P00742,XLD
1nfu,P00742,RRP
1nfw,P00742,RRR
1nfx,P00742,RDR
1nfy,P00742,RTR
1xka,P00742,4PP
1z6e,P00742,IK8
2boh,P00742,IIA
2bok,P00742,784
2bq7,P00742,IID
2j2u,P00742,GSQ
2j34,P00742,GS6
2j4i,P00742,GSJ
2j94,P00742,G15
2j95,P00742,GSX
2jkh,P00742,BI7
2p16,P00742,GG2
2p95,P00742,ME5
2ra0,P00742,JNJ
2uwl,P00742,895
2uwo,P00742,701
2uwp,P00742,894
2vh0,P00742,GSI
2vh6,P00742,GSV
2vvc,P00742,LZF
2vvu,P00742,H22
2vvv,P00742,H21
2vwl,P00742,LZH
2vwm,P00742,LZI
2vwn,P00742,H25
2vwo,P00742,LZG
