PDBCode,protID,lig_name
2w26,P00742,RIV
2wyg,P00742,461
2wyj,P00742,898
2xbv,P00742,XBV
2xbw,P00742,455
2xbx,P00742,RR8
2xc0,P00742,8NC
2xc4,P00742,IVK
2y5f,P00742,XWG
2y5g,P00742,FJD
2y5h,P00742,Y5H
2y7x,P00742,MZA
2y7z,P00742,C0Z
2y80,P00742,439
2y81,P00742,931
2y82,P00742,930
3cs7,P00742,LG0
3ffg,P00742,FFG
3liw,P00742,RUP
3m36,P00742,M35
3m37,P00742,M37
4a7i,P00742,A7I
4y79,P00742,4O6
5k0h,P00742,6PK
1f4e,P0A884,TPR
1f4f,P0A884,TP3
1f4g,P0A884,TP4
1f57,P00730,DCY
1hdq,P00730,INF
1hee,P00730,LHY
1iy7,P00730,CXA
2rfh,P00730,23N
3fvl,P00730,BHK
3fx6,P00730,BPX
3kgq,P00730,CIT
1f73,P44539,HMN
1f74,P44539,NAY
1f8b,P03472,DAN
1f8c,P03472,4AM
1f8d,P03472,9AM
1f8e,P03472,49A
2qwb,P03472,SIA
2qwc,P03472,DAN
2qwd,P03472,4AM
2qwe,P03472,GNA
2qwf,P03472,G20
1fao,Q9UN19,4IP
1fch,P50542,5-mer
1fcx,P13631,184
1fcy,P13631,564
1fcz,P13631,156
1fd0,P13631,254
1fh7,P07986,2-mer
1fh8,P07986,2-mer
1fh9,P07986,2-mer
1fhd,P07986,2-mer
1j01,P07986,XIL
1fkn,P56817,7-mer
1m4h,P56817,7-mer
2fdp,P56817,FRP
2g94,P56817,ZPQ
2p4j,P56817,23I
2qmg,P56817,SC6
2vkm,P56817,BSD
3bra,P56817,AEF
3buf,P56817,AEG
3bug,P56817,AEH
3buh,P56817,AED
3ckp,P56817,012
3i25,P56817,MV7
3kmx,P56817,G00
3kmy,P56817,D8Y
3l59,P56817,BDJ
3lpi,P56817,Z74
3lpk,P56817,Z76
3rsx,P56817,RSV
3ru1,P56817,3RU
3udh,P56817,091
4dju,P56817,0KK
4djv,P56817,0KM
4djw,P56817,0KP
4djx,P56817,0KQ
4djy,P56817,0KR
4fm7,P56817,0UP
4fm8,P56817,0UQ
4fs4,P56817,H24
4fsl,P56817,0VB
4gid,P56817,0GH
4h3f,P56817,10O
4h3g,P56817,10Q
4h3j,P56817,10W
4ha5,P56817,13W
5dqc,P56817,50000000
5htz,P56817,66J
5i3v,P56817,68M
5i3w,P56817,68L
5i3x,P56817,68J
5i3y,P56817,68K
5ie1,P56817,6BS
5v0n,P56817,8W4
6ej2,P56817,B7E
6ej3,P56817,B7T
6nv9,P56817,L3M
6nv7,P56817,L3J
6nw3,P56817,L4J
1fq5,P07267,0GM
1ft7,Q01693,PLU
1txr,Q01693,BES
3b3c,Q01693,PLU
3b3s,Q01693,LEU
3b3w,Q01693,LEU
3b7i,Q01693,PLU
3vh9,Q01693,HQY
1ftm,P19491,AMQ
1my4,P19491,IWD
1p1n,P19491,KAI
1p1o,P19491,QUS
1p1q,P19491,AMQ
1syh,P19491,CPW
1syi,P19491,CPW
1wvj,P19491,IBC
1xhy,P19491,KAI
2al5,P19491,FWD
2p2a,P19491,MP9
3bft,P19491,S2P
3bfu,P19491,R2P
3pd8,P19491,HA7
3pd9,P19491,HA5
3rtf,P19491,CWD
3tza,P19491,TZG
4g8m,P19491,G8M
4igt,P19491,3ZA
4isu,P19491,IKM
4n07,P19491,2J9
4o3c,P19491,ASP
4x48,P19491,XPF
5cbr,P19491,4ZK
5cbs,P19491,E42
5fhm,P19491,5XP
5fhn,P19491,5XO
5fho,P19491,5XN
5nih,P19491,8VE
6q60,P19491,HJH
6q54,P19491,HJ8
1fv0,P59071,9AR
1jq8,P59071,5-mer
1kpm,P59071,VIT
1q7a,P59071,OPB
1sv3,P59071,ANN
2arm,P59071,OIN
3h1x,P59071,IMN
4qem,P59071,HC4
4qer,P59071,STL
4qf7,P59071,C0R
4qf8,P59071,SPD
4qgd,P59071,PZZ
1fzq,Q9WUL7,GDP
1g2o,P9WP01,IMH
1n3i,P9WP01,DIH
1g74,P04117,OLA
2ans,P04117,2AN
2qm9,P04117,TDZ
3hk1,P04117,B64
1g7v,P0A715,PAI
1phw,P0A715,__N
1g85,P07435,3OL
1g98,Q9N1E2,PA5
1koj,Q9N1E2,PAN
1gvw,P11838,0EM
1gvx,P11838,6-mer
2v00,P11838,V15
3prs,P11838,RIT
3pww,P11838,ROC
3uri,P11838,8-mer
3wz6,P11838,IXZ
3wz7,P11838,IXY
3wz8,P11838,IXV
4y3j,P11838,HIC
4y3y,P11838,DCL
4y4j,P11838,LNR
5hct,P11838,61P
1gwv,P14769,LAT
1o7o,P14769,UDP
1gx8,P02754,RTL
2gj5,P02754,VD3
3nq3,P02754,DKA
3nq9,P02754,OCA
3ueu,P02754,DAO
3uev,P02754,MYR
3uew,P02754,PLM
3uex,P02754,STE
4gny,P02754,SDS
6ge7,P02754,EW8
6gf9,P02754,X90
6gfs,P02754,F15
6ghh,P02754,TDA
6qi7,P02754,PLM
1gyx,P31992,BEZ
1gyy,P31992,FHC
1h0a,O88339,I3P
1h46,Q7LHI2,RNP
1h4w,P35030,BEN
5tp0,P35030,BRN
1h6h,Q15080,PIB
1hi3,P10153,A2P
1hi4,P10153,A3P
1hi5,P10153,ADP
5e13,P10153,5J9
1hk4,P02768,T44
6ezq,P02768,C7K
1hlk,P25910,113
1hn4,P00592,MJI
3qlm,P00592,PLM
1hp5,O85361,NGT
1jak,O85361,IFG
5fcz,O85361,TNX
6s5k,P55055,KWE
6s4t,P55055,KVB
6s4n,P55055,KUW
4rak,P55055,652
5jy3,P55055,6OX
1hxw,P12499,RIT
2wkz,P12499,5AH
2wl0,P12499,5AH
2xye,P12499,CXG
2xyf,P12499,G40
4ej8,P12499,1F1
4ejl,P12499,IOP
1hyo,P35505,HBU
2hzy,P35505,DHJ
1i1e,P10844,DM2
1i2s,P00808,CIT
3b3x,P00808,A33
1i37,P15207,DHT
2ihq,P15207,LG7
3g0w,P15207,LGB
1i5r,P14061,HYC
3hb4,P14061,E2B
6mnc,P14061,J3Z
1ie9,P11473,VDX
1s19,P11473,MC9
1ii5,P73797,GLU
1iih,P04789,3PG
1kv5,P04789,PGA
2j27,P04789,PGA
2v2c,P04789,PGA
2v2h,P04789,PGA
1ikt,P51659,OXN
1izh,Q90EB9,Q50
1j14,P00763,BEN
1j16,P00763,BEN
1j17,P00763,ZEN
1ql9,P00763,ZEN
1j36,Q10714,LPR
1j37,Q10714,X8Z
2x8z,Q10714,X8Z
2x91,Q10714,LPR
2x95,Q10714,X95
2x96,Q10714,RX3
2x97,Q10714,RX4
2xhm,Q10714,K26
4ca7,Q10714,3EF
4ca8,Q10714,3ES
1jcx,O66496,PAI
3e12,O66496,KD0
1jgl,Q7TS98,EST
1jlr,Q26998,GTP
1upf,Q26998,URF
6s57,Q6PL18,KVT
6s56,Q6PL18,KVZ
4qsu,Q6PL18,TDR
4qsv,Q6PL18,THM
4tt2,Q6PL18,6-mer
4tte,Q6PL18,36Z
4tu4,Q6PL18,37N
4tz2,Q6PL18,39R
5a5q,Q6PL18,6XC
5a81,Q6PL18,78J
1jqy,P32890,A32
1pzi,P32890,1DM
1jyq,P62993,4-mer
3ov1,P62993,5-mer
3ove,P62993,5-mer
3s8l,P62993,5-mer
3s8n,P62993,5-mer
3s8o,P62993,5-mer
1jys,P0AF12,ADE
1nc1,P0AF12,MTH
1nc3,P0AF12,FMC
1y6q,P0AF12,TDI
1y6r,P0AF12,MTM
4yml,P0AF12,4F0
1jzs,P56690,MRC
1k1y,O32462,ACR
1k27,Q13126,MTM
6dz3,Q13126,OS6
6dz2,Q13126,OS5
6dz0,Q13126,OS3
6dyz,Q13126,OS2
1k6c,P35963,MK1
1k6p,P35963,XN3
1k6t,P35963,XN1
1k6v,P35963,XN2
1t7j,P35963,478
4a6b,P35963,QG8
4a6c,P35963,QG9
1kc7,P22983,PPR
1kdk,P04278,DHT
1lhu,P04278,EST
1kjr,P17931,3-mer
3t1m,P17931,DQT
5e89,P17931,TD2
5h9r,P17931,TGZ
6eog,P17931,BKK
6eol,P17931,BKH
6qlu,P17931,J62
6qlt,P17931,J5W
6qls,P17931,HRK
6qlr,P17931,J4N
6qlq,P17931,J4E
6qlp,P17931,J3Q
6qlo,P17931,J5E
6qln,P17931,J5Q
6qge,P17931,J1E
6qgf,P17931,J0T
1km3,O26232,UP6
1loq,O26232,U
1x1z,O26232,BMP
2zz1,O26232,6CN
2zz2,O26232,6CN
3g1d,O26232,U
3g1v,O26232,5FU
3w07,O26232,U5P
3wjw,O26232,U6M
1kmy,P47228,BPY
1lgt,P47228,BP3
1kug,O57413,3-mer
1kui,O57413,3-mer
1kuk,O57413,3-mer
1kv1,Q16539,BMU
1yqj,Q16539,6NP
2baj,Q16539,1PP
2bak,Q16539,AQZ
2bal,Q16539,PQA
2yix,Q16539,YIX
2zb1,Q16539,GK4
3d7z,Q16539,GK5
3d83,Q16539,GK6
3e92,Q16539,G6A
3e93,Q16539,19B
3gcp,Q16539,SB2
3gcs,Q16539,BAX
3gcu,Q16539,R48
3hl7,Q16539,I47
3hll,Q16539,I45
3hub,Q16539,469
3huc,Q16539,G97
3iph,Q16539,G11
3iw5,Q16539,DF3
3iw6,Q16539,PP0
3o8p,Q16539,BMU
3roc,Q16539,29A
4f9w,Q16539,LM4
4f9y,Q16539,LM3
5tbe,Q16539,78L
1kyv,Q9UUB1,RBF
1kzn,P0AES6,CBN
4duh,P0AES6,RLI
4zvi,P0AES6,4S4
1lbf,Q06121,137
1lee,P46925,R36
1lf2,P46925,R37
1lgw,P00720,1AN
1li2,P00720,IPH
1li3,P00720,3CH
1li6,P00720,5MP
4i7j,P00720,BNZ
4i7k,P00720,MBN
4i7l,P00720,IPH
4i7m,P00720,2LP
4i7p,P00720,ES3
4w52,P00720,BNZ
1lke,P09464,DOG
1lnm,P09464,DTX
1n0s,P09464,FLU
1lrh,P13689,NLA
1lyx,Q07412,PGA
1m0n,P16932,HCP
1m0o,P16932,MPM
1m0q,P16932,EPC
1zc9,P16932,PMP
1m1b,P56839,SPV
1m2p,P28523,HNA
1m2q,P28523,MNX
1m2r,P28523,MNY
1om1,P28523,IQA
1zoe,P28523,K25
1zog,P28523,K37
1zoh,P28523,K44
2oxd,P28523,K32
2oxx,P28523,K22
2oxy,P28523,K17
2pvh,P28523,P19
2pvj,P28523,P44
2pvk,P28523,P45
2pvl,P28523,P55
2pvm,P28523,P29
3be9,P28523,P04
3fl5,P28523,TXQ
3pwd,P28523,CZ0
1m2x,O08498,MCO
1m48,P60568,FRG
1m5w,P0A794,DXP
1m7y,P37821,PPG
1m83,P00953,ATP
1mfi,P34884,FHC
1moq,P17169,GLP
1xff,P17169,GLU
1mrn,P9WKE1,T5A
1mrs,P9WKE1,5HU
4unp,P9WKE1,TXW
1n1m,P27487,A3M
2oag,P27487,DLI
2ole,P27487,KR2
3nox,P27487,6A5
3sww,P27487,KXB
4jh0,P27487,1MD
4lko,P27487,1WH
5kby,P27487,6RL
1n46,P10828,PFA
1n4k,P11881,I3P
1n51,P15034,4-mer
1n5r,P21836,PRM
1q84,P21836,TZ4
2ha2,P21836,SCK
2ha3,P21836,CHT
2ha6,P21836,SCK
2whp,P21836,HI6
4ara,P21836,C56
4arb,P21836,C57
5ehq,P21836,5O2
1ndv,P56658,FR0
1ndw,P56658,FR2
1ndy,P56658,FR3
1ndz,P56658,FR5
1o5r,P56658,FR9
1qxl,P56658,FR8
1uml,P56658,FR4
1v7a,P56658,FRC
2e1w,P56658,FR6
1nf8,P0DPC1,ISC
1nhu,P26663,153
1os5,P26663,NH1
3cj2,P26663,SX3
3cj4,P26663,SX5
3cj5,P26663,SX6
3mf5,P26663,HJZ
4b73,P26663,4VA
4b74,P26663,1LH
4b76,P26663,PW1
4eo6,P26663,0S2
4eo8,P26663,0S3
4ih5,P26663,12R
4ih6,P26663,1EP
4ih7,P26663,1ER
1nhz,P04150,486
1njs,P22102,KEU
4ew2,P22102,DXY
4ew3,P22102,DXZ
1nki,Q9I4K6,PPF
1nli,P09989,ADE
1np0,P07686,NGT
1nvq,O14757,UCN
1nvr,O14757,STU
1nvs,O14757,UCM
2br1,O14757,PFP
2brb,O14757,PFQ
2brm,O14757,DFZ
2c3l,O14757,IDZ
2e9u,O14757,A25
3jvr,O14757,AGX
3jvs,O14757,AGY
5oot,O14757,4K4
5op4,O14757,A0T
5op5,O14757,3FE
5oq8,O14757,A0Q
1nw4,Q8I3X4,IMH
1q1g,Q8I3X4,MTI
6aqs,Q8I3X4,IM5
1nw5,P14751,SAM
1nw7,P14751,SAH
1o5e,P05981,132
1p57,P05981,CR4
1o86,P12821,LPR
2oc2,P12821,RX3
2xyd,P12821,3ES
3bkk,P12821,KAF
3bkl,P12821,KAW
3l3n,P12821,LSW
3nxq,P12821,RX4
4ca5,P12821,3EF
4ca6,P12821,3EF
6en5,P12821,BJ2
6f9u,P12821,D0W
6f9v,P12821,D0Z
6h5x,P12821,FT8
1oar,P01724,AZN
1oau,P01724,SER-DNF
1oba,P15057,CHT
1od8,P26514,XDL-XYP
1v0k,P26514,XDN-XYP
1v0l,P26514,XIF-XYP
1odi,Q5SID9,ADN
1odj,Q5SID9,GMP
1oe8,P30114,GSH
1ogd,P36946,RIP
1ogg,P11797,3-mer
1ogz,P00947,EQU
1ohr,Q9Q288,1UN
1oif,Q08638,IFM
1uz1,Q08638,IFL
1w3j,Q08638,OXZ
2cbu,Q08638,CTS
2cbv,Q08638,CGB
2ces,Q08638,GIM
2cet,Q08638,PGI
2j75,Q08638,NOY
2j77,Q08638,NOJ
2j78,Q08638,GOX
2j79,Q08638,GTL
2j7b,Q08638,NTZ
2j7d,Q08638,GI1
2j7e,Q08638,GI2
2j7f,Q08638,GI3
2j7g,Q08638,GI4
2j7h,Q08638,AZF
2vrj,Q08638,NCW
2wbg,Q08638,LGS
2wc3,Q08638,AM3
2wc4,Q08638,AMF
5n6s,Q08638,8P5
5oss,Q08638,AEZ
1ork,P0ACT4,ATC
1os0,P00800,0PQ
1qf0,P00800,TI2
1qf1,P00800,TI1
1qf2,P00800,TI3
1z9g,P00800,RRT
1zdp,P00800,TIO
3fcq,P00800,M3S
5js3,P00800,6MG
5jss,P00800,6NG
5jt9,P00800,7AF
5jvi,P00800,6QC
5jxn,P00800,6NN
5lif,P00800,6XO
5lvd,P00800,79F
5lwd,P00800,79E
5m9w,P00800,7GR
5ma7,P00800,7K0
5mnr,P00800,JC2
5n2t,P00800,8KK
5n2z,P00800,8JH
5n31,P00800,8LB
5n34,P00800,8JQ
5n3v,P00800,8L5
5n3y,P00800,8L2
1oss,P00775,BEN
1oxr,P60045,AIN
1td7,P60045,NFL
1oz0,P31335,MS1
1thz,P31335,326
2b1g,P31335,13A
2b1i,P31335,93A
1p19,Q4DRC4,IMP
1pa9,P15273,CSN
1pb8,P35439,DSN
1pb9,P35439,4AX
1pbq,P35439,DK1
1y1z,P35439,192
1y20,P35439,1AC
4kfq,P35439,KFQ
1pfu,P00959,MPJ
1pkx,P31939,XMP
1pme,P28482,SB2
2ojg,P28482,19A
2ojj,P28482,82A
3i5z,P28482,Z48
3i60,P28482,E86
4qp2,P28482,36R
1pr5,P0ABP9,TBN
1ps3,Q24451,KIF
2f7o,Q24451,MSN
2f7p,Q24451,2SK
3d4y,Q24451,MVL
3d4z,Q24451,GIM
3d50,Q24451,OEV
3d51,Q24451,GOX
3d52,Q24451,GHR
3ddf,Q24451,GB6
3ddg,Q24451,GB7
3dx1,Q24451,YHO
3dx2,Q24451,MZB
3dx3,Q24451,YTB
3dx4,Q24451,GOO
3ejp,Q24451,HN2
3ejq,Q24451,HN3
3ejr,Q24451,HN4
1pvn,P50097,MZP
1px4,P00722,IPT
3dyo,P00722,IPT
3i3b,P00722,149
3muz,P00722,IPT
3mv0,P00722,149
3t08,P00722,IPT
3t09,P00722,149
3t0b,P00722,IPT
3t0d,P00722,149
3t2q,P00722,149
3vd4,P00722,IPT
3vd9,P00722,IPT
3vdb,P00722,149
1pzp,P62593,FTA
1q54,Q46822,BHI
2vnp,Q46822,DED
1q5k,P49841,TMU
3i4b,P49841,Z48
4acc,P49841,7YG
6hk4,P49841,G8E
6hk3,P49841,G8B
1q91,Q9NPB1,DPB
6g2l,Q9NPB1,EJ8
6g2m,Q9NPB1,O84
1qan,P13956,SAH
1qaw,Q9X6J6,TRP
1qft,O77421,HSM
1qin,Q04760,GIP
1qji,P07584,PKF
1qk3,Q26997,5GP
1qk4,Q26997,IMP
1qkt,P03372,EST
2ayr,P03372,L4G
2pog,P03372,WST
2qe4,P03372,JJ3
1qy1,P11588,PRZ
1qy2,P11588,IPZ
1r0p,P08581,KSA
2wgj,P08581,VGH
3q6w,P08581,Q6W
3r7o,P08581,M61
3u6h,P08581,03X
3u6i,P08581,044
3zbx,P08581,6XE
3zc5,P08581,W9Z
3zcl,P08581,5TF
3zxz,P08581,KRW
3zze,P08581,6XP
4aoi,P08581,4K0
4ap7,P08581,F47
4gg7,P08581,0J8
5ya5,P08581,6TD
1r1h,P08473,BIR
1r1j,P08473,OIR
1r9l,P0AFM2,BET
1rd4,P20701,L08
3f78,P20701,ICF
1rmz,P39900,NGH
2hu6,P39900,37A
3ehx,P39900,BDL
3ehy,P39900,TBL
3f15,P39900,HS1
3f16,P39900,HS3
3f17,P39900,HS4
3f18,P39900,HS5
3f19,P39900,HS6
3f1a,P39900,HS7
3lir,P39900,EEC
3ljg,P39900,EEF
3lk8,P39900,Z79
3lka,P39900,M4S
3n2u,P39900,D3X
3n2v,P39900,JT5
3nx7,P39900,NHK
3ts4,P39900,EEG
3tsk,P39900,QEG
4efs,P39900,E37
4gql,P39900,R47
4gr0,P39900,R4B
4gr3,P39900,R45
4gr8,P39900,R4C
5cxa,P39900,55L
5czm,P39900,R47
5d3c,P39900,56O
1ro6,Q07343,ROL
3o56,Q07343,ZG1
5laq,Q07343,6M5
1rp7,P0AFG8,TZD
2qta,P0AFG8,TDP
1rpj,P39265,ALL
1rql,O31156,VSO
1rr6,P00491,IMH
2on6,P00491,IMH
3bgs,P00491,DIH
3k8o,P00491,229
3k8q,P00491,22A
4eb8,P00491,IM5
5etj,P00491,IM5
1s5z,P22887,SON
4cp5,P22887,EOI
1ssq,P43886,CYS
1sw2,O29280,BET
3mam,O29280,BET
1t31,P23946,OHH
3n7o,P23946,N7O
5yjm,P23946,8W3
1t32,P08311,OHH
1t5f,P07824,DHH
1t7d,P00803,ARY
1tq4,Q9QZ85,GDP
1u0g,P06745,E4P
1u1w,Q51792,3HA
1u33,P04746,LM2
1xd0,P04746,ARE
3old,P04746,6-mer
4gqq,P04746,0XR
4gqr,P04746,MYC
1u71,P00374,MXA
3oaf,P00374,OAG
4g95,P00374,OAG
1ua4,Q9V2Z6,AMP
1ucn,P15531,ADP
1uho,O76074,VDN
1ui0,Q5SKC5,URA
1uj5,Q72J47,5RP
1uou,P19971,CMU
2wk6,P19971,IUR
1ur9,Q54276,3-mer
1usi,P04816,PHE
1usk,P04816,LEU
1utj,P35031,ABN
1utl,P35031,PRA
1utm,P35031,PEA
1uv6,P58154,CCE
1uw6,P58154,NCT
3u8j,P58154,09O
3u8k,P58154,09P
3u8l,P58154,09Q
3u8n,P58154,09S
3wtj,P58154,TH4
3wtl,P58154,N1Y
3wtm,P58154,N1Y
3wtn,P58154,N2Y
3wto,P58154,N2Y
3zdg,P58154,XRX
3zdh,P58154,XRS
4alx,P58154,IZN
4qac,P58154,KK3
1uwf,P08191,DEG
4att,P08191,HNV
4auj,P08191,HNW
4av4,P08191,FVQ
4av5,P08191,FYZ
4avh,P08191,FK9
4avi,P08191,XNS
4avj,P08191,J73
4css,P08191,CWX
4cst,P08191,CWK
4lov,P08191,KGM
4x50,P08191,3X8
4x5p,P08191,3XJ
4x5q,P08191,3XN
4x5r,P08191,3XO
4xo8,P08191,KGM
5fs5,P08191,KGM
6g2s,P08191,EJN
6g2r,P08191,EJK
1uwt,P22498,GTL
1uwu,P22498,GOX
2ceq,P22498,GIM
2cer,P22498,PGI
1uz4,Q6QT42,IFL
1uz8,P01811,3-mer
1v1j,P15474,FA3
1vso,P22756,AT1
2f34,P22756,UBA
2f35,P22756,UBC
2pbw,P22756,DOQ
2wky,P22756,IBC
3gba,P22756,DYH
3gbb,P22756,MS8
3s2v,P22756,3HU
4dld,P22756,TZG
4e0x,P22756,KAI
4qf9,P22756,35K
4ymb,P22756,40000000
5neb,P22756,8VE
6fz4,P22756,EC8
6sbt,P22756,L5H
1vyf,P29498,OLA
1vyg,P29498,ACD
1w96,Q00955,S1A
1w9u,Q873X9,5-mer
1w9v,Q873X9,5-mer
2iuz,Q873X9,D1H
1wc1,O32393,TAT
1wcq,Q02834,DAN
1wdn,P0AEQ3,GLN
1wm1,O32449,PTB
1wn6,P0C2P0,BST
1ws1,Q819U0,BB2
1wuq,Q5SH52,8GT
1wur,Q5SH52,8DG
1x38,Q9XEI3,IDD
1x39,Q9XEI3,IDE
6md6,Q9XEI3,JSV
1x8d,P32156,RNS
1x8j,Q26490,AOI
1x8r,P0A6D3,SC1
1x8t,P0A6D3,RC1
2pq9,P0A6D3,GG9
1xap,P10826,TTB
1xgi,P00811,NST
2pu2,P00811,DK2
2r9w,P00811,23C
2r9x,P00811,WH6
3gqz,P00811,GF7
3gr2,P00811,GF4
3gtc,P00811,GTC
3gv9,P00811,GV9
3gvb,P00811,3GV
4jxs,P00811,18U
4kz3,P00811,1U1
4kz4,P00811,4A1
4kz6,P00811,ZB6
4kz7,P00811,1U5
6dpz,P00811,H7D
6dpy,P00811,H7A
6dpx,P00811,H7G
6dpt,P00811,H7M
1xjd,Q04759,STU
1xk5,O95149,TPG
1xk9,P11439,P34
1xkk,P00533,FMM
3ug2,P00533,IRE
4rj8,P00533,3QS
5c8n,P00533,4YX
5cap,P00533,4ZH
5caq,P00533,4ZJ
5cas,P00533,4ZQ
5cau,P00533,4ZR
5hcy,P00533,60D
1xt8,Q0P9S0,CYS
1xws,P11309,BI1
2c3i,P11309,IYZ
2xj1,P11309,XJ1
2xj2,P11309,985
3bgq,P11309,VX2
3bgz,P11309,VX3
3jy0,P11309,LYG
3jya,P11309,LWG
4k0y,P11309,1OA
4k18,P11309,1OB
4n6z,P11309,2HW
5dwr,P11309,5H7
5ipj,P11309,6CD
5v82,P11309,96Y
6no9,P11309,KUV
1y3n,Q9KWT6,2-mer
1y3p,Q9KWT6,4-mer
1yc1,P07900,4BC
1yc4,P07900,43P
1yet,P07900,GDM
2qg0,P07900,A94
2qg2,P07900,A91
2uwd,P07900,2GG
2xab,P07900,VHD
2xdk,P07900,XDK
2xdl,P07900,2DL
2xdx,P07900,WOE
2xht,P07900,C0Y
2xjg,P07900,XJG
2xjj,P07900,L81
2xjx,P07900,XJX
2yi0,P07900,YI0
2yi7,P07900,BZ8
2yki,P07900,YKI
3b24,P07900,B2J
3b25,P07900,B2K
3b26,P07900,B2L
3b27,P07900,B2T
3d0b,P07900,SNX
3eko,P07900,PYU
3ekr,P07900,PY9
3hek,P07900,BD0
3k97,P07900,4CD
3k99,P07900,PFT
3qdd,P07900,94M
3r4m,P07900,WOE
3r4n,P07900,FU5
3r4p,P07900,FU7
3rlp,P07900,3RP
3rlq,P07900,3RQ
3rlr,P07900,3RR
3vha,P07900,VHA
3vhc,P07900,VHC
3vhd,P07900,VHE
3wha,P07900,WHA
4b7p,P07900,9UN
4bqg,P07900,50Q
4cwf,P07900,H05
4cwn,P07900,6LV
4cwo,P07900,T62
4cwp,P07900,TV2
4cwq,P07900,W2D
4cwr,P07900,HAJ
4cws,P07900,G3R
4cwt,P07900,IK9
4egk,P07900,RDC
4fcq,P07900,2N6
4nh7,P07900,E0G
4nh8,P07900,2LC
4o04,P07900,2Q8
4o05,P07900,2Q9
4o07,P07900,FGH
4o09,P07900,2R6
4o0b,P07900,2QA
4xip,P07900,40W
4xiq,P07900,40Y
4xir,P07900,40X
4xit,P07900,40Z
5fnc,P07900,IEE
5fnd,P07900,IQ5
5fnf,P07900,TQL
5j20,P07900,6FJ
5j27,P07900,6FJ
